paper_id,title,journal,year,doi,catalyst_type,catalyst_name,pollutant_category,pollutant_name,oxidant,mechanism_category,identified_species,dominant_species,removal_efficiency_pct,reaction_time_min,rate_constant,rate_constant_unit,reusability_cycles,key_active_sites,is_photo_assisted,is_electrochemical
Highly-dispersed-Cu-MnO-on-biochar-derived-from-mung-_2025_Journal-of-Enviro,Highly dispersed Cu-MnO on biochar derived from mung bean straw for activating peroxymonosulfate to remove tetracycline hydrochloride,Journal of Environmental Chemical Engineering,2025,10.1016/j.jece.2025.118360,MOF-derived,Cu1-Mn3O/MBC,Antibiotic,tetracycline hydrochloride,PMS,Both,SO4•−; •OH; 1O2,•OH and 1O2,89.0,30,0.0467,min-1,5,Cu0/Cu(I)/Cu(II); Mn(II)/Mn(III)/Mn(IV); oxygen-containing functional groups on biochar,False,False
Highly-efficient-and-robust-CuO1-x-SiO2-catalyst-for-_2025_Journal-of-Water-,Highly efficient and robust CuO1-x/SiO2 catalyst for peroxymonosulfate activation for removal of tetracycline,,2025,10.1016/j.jwpe.2025.107887,Metal oxide,CuO1-x/SiO2-300,Antibiotic,tetracycline,PMS,Non-radical,•OH; SO4•−; O2•−; 1O2,1O2,97.1,40,0.0819,min-1,4,Cu2+; Cu+; Cu,False,False
Highly-efficient-degradation-of-norfloxacin-by-using-Co3O4-_2025_Journal-of-,"Highly efficient degradation of norfloxacin by using Co3O4-CeO2 as a heterogeneous catalyst through peroxymonosulfate activation: Characterization, catalytic performance and mechanism",,2025,10.1016/j.jwpe.2025.107167,Metal oxide,Co3O4-CeO2(2:1),Antibiotic,norfloxacin,PMS,Both,SO4•−; •OH; O2•−; 1O2,SO4•−,99.5,18,0.214,min-1,4,Co2+/Co3+ redox pair; Ce3+/Ce4+ redox pair; oxygen vacancies,False,False
Highly-flexible-and-enhanced-catalytic-oxidation-of-Fe-doped_2025_Chemical-E,Highly flexible and enhanced catalytic oxidation of Fe-doped Co3O4/SiOC core-shell heterostructured fibrous membranes for flow-through removal of organic contaminants,,2025,10.1016/j.cej.2025.159396,Metal oxide,Fe-doped Co3O4/SiOC,Antibiotic,tetracycline hydrochloride,PMS,Radical,SO4•−; •OH; 1O2,SO4•−,67.3,10,0.139,min-1,5,Co²⁺/Co³⁺; oxygen vacancies; Fe-doped sites,False,False
Hollow-carbon-nanocage-loaded-Fe-single-atom-mediated-e_2026_Applied-Catalys,Hollow carbon nanocage-loaded Fe single-atom mediated electron transfer process for antibiotics removal: Coordination environment and mechanism investigation,Applied Catalysis B: Environmental,2025,10.1016/j.apcatb.2025.125894,SAC,Fe-N5Si-HCNs,Antibiotic,sulfamethoxazole,PMS,Non-radical,1O2,,100,7,1.02,min-1,,Fe-N5Si,False,False
Hydrogen-bonded-organic-frameworks-derived-Mn-MO_2025_Colloids-and-Surfaces-,Hydrogen-bonded organic frameworks derived Mn-MOF nanostructures toward efficient periodate activation for tetracycline destruction,,2025,10.1016/j.colsurfa.2025.137487,MOF-derived,Mn-MOF,Antibiotic,tetracycline,PI,Radical,IO3•; O2•−; 1O2,IO3•,83.4,30,0.337,min-1,5,Mn2+; Mn3+; Mn4+,False,False
In-situ-synthesis-of-N-doped-biochar-from-swine-manure-to_2025_Separation-an,In-situ synthesis of N-doped biochar from swine manure to activate peroxymonosulfate for efficient tetracycline degradation: The key role of electron transfer process,,2025,10.1016/j.seppur.2025.133813,Biochar,NBC750,Antibiotic,tetracycline,PMS,Non-radical,SO4•−; •OH,,100,20,0.33,min-1,5,graphitic N; C=O/O−C=O,False,False
Insights-into-the-synergism-of-Mn-doped-carbon-Fe7S8-Fe2O3-Fe-_2025_Chemical,Insights into the synergism of Mn-doped carbon@Fe7S8/Fe2O3/Fe derived from MIL-88A(Fe) in activating peroxymonosulfate and degrading ciprofloxacin: Accelerating superoxide radicals generation,,2025,10.1016/j.cej.2025.159712,MOF-derived,Mn-doped carbon@Fe7S8/Fe2O3/Fe,Antibiotic,ciprofloxacin,PMS,Both,SO4•−; •OH; O2•−; 1O2,O2•−,96.0,20,0.195,min-1,5,Fe²⁺; Fe⁰; S²⁻; Mn sites,False,False
Interface-engineered-Fe-doped-biomass-carbon-with-embedd_2025_Journal-of-Env,Interface-engineered Fe-doped biomass carbon with embedded carbon nanotubes: A universal catalyst for efficient pollutant degradation via peroxymonosulfate activation,,2025,10.1016/j.jece.2025.118921,Biochar,SMSZBC-900,Antibiotic,tetracycline,PMS,Non-radical,1O2,1O2,90.4,70,0.061,min-1,5,sp2-C sites on CNTs; Fe sites,False,False
Interfacial-oxygen-vacancy-metal-dual-sites-on-NiFe2O4_2026_Applied-Catalysi,Interfacial oxygen vacancy-metal dual-sites on NiFe2O4/Ni@NC dictating dominant singlet oxygen evolution from peroxymonosulfate activation,Applied Catalysis B: Environmental,2025,10.1016/j.apcatb.2025.126045,MOF-derived,OV-NiFe2O4/Ni@NC,Antibiotic,levofloxacin,PMS,Non-radical,1O2,1O2,90.7,,,min-1,5,interfacial oxygen vacancy-metal (OV-Ni) dual-sites,False,False
Investigating-the-original-activity-of-amino-group-ov_2025_Separation-and-Pu,Investigating the original activity of amino group over carbon in peroxymonosulfate-based advanced oxidation processes,,2025,10.1016/j.seppur.2025.131808,Carbon-based,aminated graphene,Phenolic compound,phenol,PMS,Non-radical,O2•−; 1O2; SO4•−; •OH,O2•−,80.6,60,0.0261,min-1,3,amino group,False,False
LaFeO3-anchoring-on-ZIF-67-for-the-activation-of-peroxy_2025_Separation-and-,LaFeO3 anchoring on ZIF-67 for the activation of peroxymonosulfate toward ofloxacin degradation: Radical and non-radical reaction pathways,,2025,10.1016/j.seppur.2025.131846,MOF-derived,LaFeO3@ZIF-67,Antibiotic,ofloxacin,PMS,Both,SO4•−; •OH; 1O2; O2•−; e-,SO4•− and 1O2,92.5,10,0.6375,min-1,5,Co2+/Co3+; Fe2+/Fe3+; oxygen vacancies,False,False
Laser-induced-fabrication-of-porphyrin-MOF-derived-Co-Mn-_2025_Journal-of-Al,Laser-induced fabrication of porphyrin MOF-derived Co-Mn bimetallic catalysts and their high-efficiency PMS activation mechanism,,2025,10.1016/j.jallcom.2025.182696,MOF-derived,CMT-10,Dye,malachite green,PMS,Non-radical,1O2; SO4•−; •OH,1O2,99.8,10,0.6345,min-1,5,Co-O/Mn-O bonds; Co0/Co2+/Co3+; Mn2+/Mn3+/Mn4+,False,False
Light-mediated-enhancement-effect-derived-from-carbon-nitr_2025_Separation-a,Light-mediated enhancement effect derived from carbon nitrogen polymer to regulate peroxymonosulfate activation over Co3O4 for effective degradation of fluorinated pharmaceuticals,Separation and Purification Technology,2025,10.1016/j.seppur.2025.134254,MOF-derived,Co3O4/g-C3N4-2,Antibiotic,ofloxacin,PMS,Radical,SO4•−; •OH; 1O2; O2•−,SO4•−,99.7,3,1.6813,min-1,3,Co2+/Co3+ redox pairs; electron-deficient and electron-rich regions due to internal electric field,True,False
Local-structural-distortion-in-MoS2-triggers-orbital_2025_Applied-Catalysis-,Local structural distortion in MoS2 triggers orbital energy level rearrangement of Fe sites to boost Fenton-like reactions,Applied Catalysis B: Environmental,2025,10.1016/j.apcatb.2025.125470,SAC,Fe-B/MoS2,Pharmaceutical,carbamazepine,PMS,Non-radical,1O2,1O2,95.2,30,0.1164,min-1,20,FeB2S3 asymmetric single-atom sites,False,False
MOF-based-bifunctional-materials-enables-stepwise-enhancem_2025_Journal-of-A,MOF-based bifunctional materials enables stepwise enhancement in antibacterial activity and Fenton-like catalytic degradation of organic pollutants,Journal of Alloys and Compounds,2025,10.1016/j.jallcom.2025.180188,MOF-derived,Co@C,Antibiotic,Enrofloxacin,PMS,Radical,SO4•−,SO4•−,77,1,,min-1,3,cobalt nanoparticles,False,False
MOF-derived-FeCe-Carbon-catalysts-for-the-efficient-tet_2025_Journal-of-Coll,MOF-derived FeCe@Carbon catalysts for the efficient tetracycline degradation by activated persulfate: Preparation and mechanistic study,,2025,10.1016/j.jcis.2025.01.203,MOF-derived,FeCe@C,Antibiotic,tetracycline hydrochloride,PDS,Both,SO4•−; •OH; O2•−; 1O2,O2•−,98.2,120,0.0268,min-1,4,oxygen vacancies; Fe0; Fe2+; Ce3+; sp2 hybridized carbon,False,False
MOFs-derived-CuO-C-with-abundant-oxygen-vacancies-for-pero_2025_Journal-of-A,MOFs-derived CuO@C with abundant oxygen vacancies for peroxymonosulfate activation toward bisphenol A degradation—A nonradical oxidation process,Journal of Alloys and Compounds,2025,10.1016/j.jallcom.2025.183009,MOF-derived,CuO@C,Phenolic compound,bisphenol A,PMS,Non-radical,SO4•−; •OH; O2•−; 1O2,1O2,98.0,15,0.244,min-1,4,oxygen vacancies; Cu(I); carbon layer,False,False
MOFs-derived-magnetic-CoFe-bimetallic-alloys-catalyst-rad_2025_Journal-of-Wa,MOFs-derived magnetic CoFe bimetallic alloys catalyst radical and non-radical peroxydisulfate activation for efficient rapid organic dye degradation,,2025,10.1016/j.jwpe.2025.107128,MOF-derived,Co/Fe = 1:4,Dye,methylene blue,PDS,Both,O2•−; 1O2; •OH; SO4•−,O2•− and 1O2,98.5,2,2.0358,min-1,7,Co (adsorption site); Fe (catalytic site),False,False
MOFs-derived-porous-carbon-embedded-Fe0-nanoparticles-as-per_2025_Environmen,MOFs-derived porous carbon embedded Fe0 nanoparticles as peroxymonosulfate activator for efficient degradation of organic pollutants,,2025,10.1016/j.envres.2025.120790,MOF-derived,Fe0@C,Antibiotic,Levofloxacin,PMS,Non-radical,1O2; SO4•−; •OH,1O2,96.3,60,,min-1,4,Fe0; C=O groups,False,False
Magnetic-CoNi-CN-for-efficient-synergistic-removal-o_2025_Journal-of-Environ,Magnetic CoNi@CN for efficient synergistic removal of tetracycline: Bimetallic electronic synergy and non-radical pathway,,2025,10.1016/j.jece.2025.118072,MOF-derived,CoNi@CN,Antibiotic,tetracycline hydrochloride,PMS,Non-radical,1O2; SO4•−; •OH; O2•−,1O2,99.6,25,0.227,min-1,5,Co²⁺/Co³⁺; Ni²⁺/Ni³⁺; pyridinic N,False,False
Magnetic-resin-enhanced-peroxymonosulfate-activation-in-a-3D-pa_2025_Chemica,"Magnetic resin-enhanced peroxymonosulfate activation in a 3D particle electrode system for synergistic removal of sulfamethazine, antibiotic resistant bacteria, and antibiotic resistance genes: The key role of chloride ions in boosting O2 generation",Chemical Engineering Journal,2025,10.1016/j.cej.2025.164475,Other,magnetic resin (NDMP),Antibiotic,sulfamethazine,PMS,Non-radical,1O2; O2•−,1O2,99.88,20,0.1631,min-1,3,,False,True
Mechanism-insight-on-B-Co3O4-Co2SiO4-yolk-shell-nanoreact_2025_Journal-of-Al,Mechanism insight on B-Co3O4@Co2SiO4 yolk@shell nanoreactor to accelerate Fenton-like reaction: Positive role of doped B atoms,,2025,10.1016/j.jallcom.2025.185188,MOF-derived,B-Co3O4@Co2SiO4,Pharmaceutical,metronidazole,PMS,Radical,SO4•−; •OH; O2•−; 1O2,1O2,90.3,8.0,0.289,min-1,4,Co2+; Co3+; B-doped sites,False,False
Mechanism-insights-and-interfacial-engineering-of-S-sch_2025_Journal-of-Wate,Mechanism insights and interfacial engineering of S-scheme α-Fe2O3/BiVO4 heterojunction for effective persulfates activation,,2025,10.1016/j.jwpe.2025.107105,Metal oxide,α-Fe2O3/BiVO4,Antibiotic,tetracycline hydrochloride,PMS,Radical,SO4•−; •OH; 1O2; O2•−,1O2,98.0,90,0.0621,min-1,,Fe(II)/Fe(III) redox couple; oxygen vacancies; S-scheme heterojunction interface,True,False
Mechanism-of-FeCo-NC-membrane-for-super-efficient-deg_2025_Separation-and-Pu,Mechanism of FeCo-NC membrane for super efficient degradation of micropollutants via peroxymonosulfate activation,Separation and Purification Technology,2025,10.1016/j.seppur.2025.133338,MOF-derived,FeCo-NC,Antibiotic,tetracycline hydrochloride,PMS,Both,SO4•−; •OH; 1O2; O2•−,,97.7,5,0.78,min-1,6,Fe(II)/Fe(III); Co(II)/Co(III); M−Nx,False,False
Mechanism-of-dual-pathway-peroxymonosulfate-activation-via-Co-_2025_Environm,Mechanism of dual-pathway peroxymonosulfate activation via Co-Nx coordination-regulated broad-pH-adaptive carbon aerogel for ciprofloxacin degradation,,2025,10.1016/j.envres.2025.122617,Carbon-based,Co@CsCA,Antibiotic,ciprofloxacin,PMS,Both,SO4•−; •OH; 1O2; O2•−,,87.1,60,,min-1,3,Co-N,False,False
Mechanism-of-peroxymonosulfate-activation-by-vanadiferous-ma_2025_Chemical-E,Mechanism of peroxymonosulfate activation by vanadiferous magnetite-biochar composite catalyst: An investigation into the pathway of singlet oxygen generation,Chemical Engineering Journal,2025,10.1016/j.cej.2025.163239,Biochar,BC@VFe2,Pharmaceutical,carbamazepine,PMS,Non-radical,1O2; SO4•−; O2•−,1O2,100,20,0.211,min-1,5,Fe(II); V(III)/V(IV); sp2-hybridized carbon (C=C),False,False
Metal-organic-framework--MOF--derived-Mn3O4-LaFeO3-as-a-fenton_2025_Journal-,Metal-organic-framework (MOF)-derived Mn3O4/LaFeO3 as a fenton-like catalyst for antibiotic wastewater treatment: Adsorption-assisted oxidation reaction mechanism enhances the peroxymonosulfate utilization and trace tetracycline removal,,2025,10.1016/j.jallcom.2025.182124,MOF-derived,Mn3O4/MOF-derived LaFeO3,Antibiotic,tetracycline,PMS,Radical,SO4•−; •OH; 1O2,SO4•−,95.89,60,0.0489,min-1,5,Fe2+/Fe3+; Mn2+/Mn3+/Mn4+; oxygen vacancies,False,False
MnO-MnS-nanoparticles-encapsulated-in-Lycopodium-spores-deriv_2025_Journal-o,MnO/MnS nanoparticles encapsulated in Lycopodium spores derived nitrogen-doped porous carbon as a cost-effective peroxymonosulfate activator for pollutant decontamination: Insight into the mechanism of electron transfer-dominated non-radical pathway,,2025,10.1016/j.jcis.2025.137428,Biochar,MnO/MnS@NPC,Antibiotic,tetracycline,PMS,Non-radical,SO4•−; •OH; 1O2; O2•−,,92.5,60,0.0604,min-1,4,Mn-sites; S-vacancy; N-sites,False,False
Morphology-coordination-dual-engineering-in-cobalt-single_2026_Applied-Catal,Morphology-coordination dual engineering in cobalt single-atom catalysts: Steering peroxymonosulfate activation into selective 1 O2 generation for efficient antibiotic degradation,Applied Catalysis B: Environmental,2025,10.1016/j.apcatb.2025.125933,SAC,Co-N3B1,Antibiotic,tetracycline hydrochloride,PMS,Non-radical,1O2,1O2,100,6,1.337,min-1,10,Co-N3B1,False,False
Nanoconfined-Co3O4-in-hollow-carbon-spheres-unlocks-syner_2025_Chemical-Engi,Nanoconfined Co3O4 in hollow carbon spheres unlocks synergistic nonradical pathways for superior persulfate activation,Chemical Engineering Journal,2025,10.1016/j.cej.2025.171344,MOF-derived,Co3O4@HNCS-IN,Antibiotic,sulfamethoxazole,PMS,Non-radical,1O2; O2•−,1O2,100,15,1.196,min-1,5,Co3O4 nanoparticles; graphitized N-doped carbon framework,False,False
New-insights-into-the-nonradical-activation-mechanism-of-_2026_Applied-Catal,"New insights into the nonradical activation mechanism of peracetic acid by cobalt single-atom catalyst for efficient sulfadimethoxine abatement: Active sites, intermediates, and pathways",,2025,10.1016/j.apcatb.2025.126244,SAC,CoCN,Antibiotic,sulfadimethoxine,PAA,Non-radical,1O2; CoIV=O; R-O•,1O2,96,60,0.0555,min-1,4,Co-N4,False,False
Nitrogen-vacancy-rich-Co3O4-carbon-nitride-activating-peroxymo_2025_Environm,Nitrogen-vacancy-rich Co3O4/carbon nitride activating peroxymonosulfate for efficient micropollutant degradation: Dominant role of superoxide radicals,,2025,10.1016/j.envres.2025.122460,MOF-derived,12% Co3O4/CN,Antibiotic,tetracycline,PMS,Radical,SO4•−; •OH; 1O2; O2•−,O2•−,86.6,30,49.0,(mg·L⁻¹)⁻¹·min⁻¹·gcat⁻¹,4,Co2+/Co3+ redox couple; nitrogen vacancies,False,False
Non-uniform-strain-synergistically-induced-by-active-ce_2025_Applied-Catalys,Non-uniform strain synergistically induced by active centers driving efficient peroxymonosulfate activation: Sulfur doping-augmented oxygen vacancies,Applied Catalysis B: Environmental,2025,10.1016/j.apcatb.2025.125576,Metal oxide,S3OV3CO,Other,benzophenone-2,PMS,Both,SO4•−; •OH; 1O2; Co(IV)=O,,100,8,0.2474,min-1,,Co2+; oxygen vacancies; S-doped sites,False,False
One-step-preparation-of-Co3O4-modified-sludgebiochar-as_2025_Journal-of-Wate,One-step preparation of Co3O4-modified sludgebiochar as peroxymonosulfate activator for enhancing the removal of sulfamethoxazole,Journal of Water Process Engineering,2025,10.1016/j.jwpe.2025.107968,Biochar,Co3O4-modified sludge biochar,Pharmaceutical,sulfamethoxazole,PMS,Both,SO4•−; •OH; 1O2; O2•−,1O2,90.26,60,0.0591,min-1,4,Co(II)/Co(III); graphitic N; C––O groups,False,False
Overcoming-electron-transfer-bottleneck-in-CuS-biochar-cata_2025_Chemical-En,Overcoming electron transfer bottleneck in CuS-biochar catalyst through interfacial Fe nanodots for enhanced peroxymonosulfate activation,Chemical Engineering Journal,2025,10.1016/j.cej.2025.166480,Biochar,CuS@Fe-CCBC,Antibiotic,sulfamerazine,PMS,Both,•OH; SO4•−; 1O2; O2•−,1O2,96.1,40,0.082,min-1,5,Cu+/Cu2+; Fe2+/Fe3+; S2−; sulfur vacancies,False,False
Oxygen-vacancy-modulation-of-single-atom-cobalt-activated-pero_2025_Chemical,Oxygen vacancy modulation of single atom cobalt-activated peroxymonosulfate for highly selective generation of singlet oxygen and effective degradation of organic pollutants in actual water bodies,,2025,10.1016/j.cej.2025.163874,SAC,CoSACs/CuO(Ov),Antibiotic,ciprofloxacin,PMS,Non-radical,SO4•−; •OH; O2•−; 1O2,1O2,95.4,30,0.4401,min-1,5,single-atom Co,False,False
Ozone-activation-over-core-shell-nanoreactors-for-enhanced-org_2025_Environm,Ozone activation over core-shell nanoreactors for enhanced organic pollutants degradation: Surface-bound superoxide radicals induced by confinement effect,,2025,10.1016/j.envres.2025.122099,MOF-derived,FeMn-700,Phenolic compound,phenol,O3,Non-radical,O2•−; •OH; 1O2,O2•−,100.0,20.0,0.66,min-1,5,Mn species (shell); Fe3C (core); surface -OH groups,False,False
Peroxydisulfate-enhanced-photocatalytic-degradation-of-Tet_2025_Journal-of-W,Peroxydisulfate-enhanced photocatalytic degradation of Tetracycline using NiO/α-Fe2O3-C derived from hierarchical NiFe Prussian blue analogue via seed-mediated growth,,2025,10.1016/j.jwpe.2025.108665,MOF-derived,NiO/α-Fe2O3-C,Antibiotic,Tetracycline hydrochloride,PDS,,SO4•−; •OH; O2•−; h+,,87.67,150,0.025,min-1,6,,True,False
Phosphate-adsorbed-metal-organic-framework-as-a-recycle_2025_Journal-of-Coll,Phosphate-adsorbed metal organic framework as a recycled material for catalytic degradation of ceftriaxone sodium via peroxymonosulfate activation,Journal of Colloid and Interface Science,2025,10.1016/j.jcis.2025.01.022,MOF-derived,ZrP@Zr-BTC,Antibiotic,ceftriaxone sodium,PMS,Non-radical,1O2; O2•−; SO4•−; •OH,1O2,96.0,60,,min-1,6,Zr(IV)-PMS complex; C–O groups; P–O bonds; ZrP crystals,False,False
Piezoelectric-enhanced-rapid-degradation-of-sulfamethoxaz_2025_Chemical-Engi,Piezoelectric-enhanced rapid degradation of sulfamethoxazole using the Co3O4/Bi0.5Na0.5TiO3/Peroxymonosulfate process,,2025,10.1016/j.cej.2025.161955,Perovskite,Co3O4/BNT,Antibiotic,sulfamethoxazole,PMS,Both,SO4•−; •OH; 1O2; O2•−,SO4•− and 1O2,96,2,1.49,min-1,5,Co2+/Co3+; piezoelectric field,False,False
Planar-axial-synergistic-modulation-of-FeSA-O-P-NC-si_2026_Applied-Catalysis,Planar-axial synergistic modulation of FeSA-O/P-NC single-atom catalyst for high-efficiency PMS activation in sulfonamides degradation,Applied Catalysis B: Environmental,2025,10.1016/j.apcatb.2025.125967,SAC,FeSA-O/P-NC,Antibiotic,sulfadiazine,PMS,Non-radical,SO4•−; •OH; 1O2; O2•−,1O2,98.64,10,3.54,min-1,,Fe-N4P-O,False,False
Porous-biochar-encapsulating-highly-dispersed-Co3O4-_2025_Process-Safety-and,Porous biochar encapsulating highly dispersed Co3O4 as peroxymonosulfate activator for the enhanced tetracycline removal,,2025,10.1016/j.psep.2025.106947,Biochar,Co3O4@KWS,Antibiotic,tetracycline,PMS,Non-radical,1O2; •OH; SO4•−; O2•−,1O2,97.4,60,0.06,min-1,3,Co(II); C––O; C−O−C; sp2−C,False,False
